timestamp,status,question_id,phase,order_no,line_no,generator,success,question,drug_name,error,resolved_drug_name,routed_doc_type,routed_sections,hit_count,retrieval_seconds,generation_seconds,total_seconds,estimated_context_chars,estimated_context_tokens,estimated_prompt_chars,estimated_prompt_tokens,estimated_answer_chars,estimated_answer_tokens,command
2026-03-25T07:02:19,done,e50e2c4860a265bd,non_ollama,37,80,none,True,Does the product contain excipients that require caution in sensitive patients?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,,6,158.5262,0.0,158.5268,5399,1484,6272,1568,5228,1307,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Does the product contain excipients that require caution in sensitive patients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:04:37,done,7c87b6c9692c9ff5,non_ollama,38,86,none,True,Are there formulation-related warnings for pediatric patients?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,warning,6,137.1892,0.0,137.1896,4459,1250,5322,1330,4779,1195,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there formulation-related warnings for pediatric patients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:07:09,done,992b172da802ac76,non_ollama,39,87,none,True,Are there formulation-related warnings for elderly patients?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,warning,6,152.5058,0.0,152.5062,4459,1250,5320,1330,4777,1194,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there formulation-related warnings for elderly patients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:07:52,done,9b8f4345678ef8f8,non_ollama,40,88,none,True,Are there warnings for pregnancy or breastfeeding related to formulation or excipients?,chlorhexidine gluconate,,chlorhexidine gluconate,,"warning, pregnancy",6,42.956,0.0,42.9563,3783,1083,4679,1170,4510,1128,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings for pregnancy or breastfeeding related to formulation or excipients?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:08:35,done,edd778170b1d6fc6,non_ollama,41,89,none,True,"Are there safety concerns for thyroid disorders, renal dysfunction, or systemic absorption?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,42.7404,0.0,42.7408,5400,1483,6281,1570,5206,1302,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there safety concerns for thyroid disorders, renal dysfunction, or systemic absorption?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:09:18,done,31bb705ef89fd344,non_ollama,42,90,none,True,"Does prolonged use, large-surface application, or mucosal use increase formulation-related safety concerns?",chlorhexidine gluconate,,chlorhexidine gluconate,,dosage,6,42.8654,0.0,42.866,5399,1483,6297,1574,5243,1311,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Does prolonged use, large-surface application, or mucosal use increase formulation-related safety concerns?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:09:59,done,33b32b1b30d0a8ea,non_ollama,43,91,none,True,Summarize special-population precautions relevant to formulation and excipients.,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,41.6328,0.0,41.6332,4459,1250,5340,1335,4766,1192,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize special-population precautions relevant to formulation and excipients."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:10:42,done,d3898573efb78be2,non_ollama,44,97,none,True,What storage conditions and stability precautions are described?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,"warning, stability",6,42.4614,0.0,42.4618,5017,1392,5891,1473,5142,1286,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What storage conditions and stability precautions are described?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:11:20,done,08631f1df9fe3ba5,non_ollama,45,98,none,True,"Which formulation components may be sensitive to light, heat, moisture, or oxidation?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,37.748,0.0,37.7484,5077,1404,5960,1490,5081,1270,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which formulation components may be sensitive to light, heat, moisture, or oxidation?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:11:58,done,1db56e78d4bed2ac,non_ollama,46,99,none,True,Are there packaging or container considerations relevant to stability?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,38.6514,0.0,38.6517,5017,1392,5897,1474,5139,1285,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there packaging or container considerations relevant to stability?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:12:37,done,0b0338fadd7aaf84,non_ollama,47,100,none,True,Summarize formulation-related stability data and storage instructions.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,39.1959,0.0001,39.1964,5017,1392,5897,1474,5139,1285,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize formulation-related stability data and storage instructions."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:13:16,done,80b48d35b4159a79,non_ollama,48,106,none,True,What formulation details are most relevant for generic development?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,38.3775,0.0,38.3781,5399,1484,6262,1566,5187,1297,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What formulation details are most relevant for generic development?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:13:54,done,8d89e8edb0b52133,non_ollama,49,107,none,True,Which excipients or formulation characteristics may be critical quality attributes?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,37.7948,0.0,37.7952,5077,1404,5958,1490,5082,1270,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which excipients or formulation characteristics may be critical quality attributes?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:14:32,done,00271bddbe5d2d9d,non_ollama,50,108,none,True,What formulation warnings should be reviewed before reformulation?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,38.2723,0.0,38.2726,4859,1350,5725,1431,4950,1238,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What formulation warnings should be reviewed before reformulation?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:15:09,done,98b925e775f3f562,non_ollama,51,109,none,True,Which sample documents contain excipient information?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,37.5532,0.0,37.5535,4779,1329,5627,1407,4753,1188,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which sample documents contain excipient information?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:17:28,done,34b85683fe0167a0,non_ollama,52,110,none,True,Which document is better for excipient details: label or patient guide?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,,6,139.0118,0.0001,139.0124,4039,1144,4907,1227,4265,1066,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which document is better for excipient details: label or patient guide?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:18:08,done,ca67e32e1e0f624b,non_ollama,53,111,none,True,"Summarize composition, excipients, stability, and formulation-related safety risks.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,39.3959,0.0,39.3963,5017,1392,5910,1478,5152,1288,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize composition, excipients, stability, and formulation-related safety risks."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:18:48,done,0aa0dd11e7f00913,non_ollama,54,121,none,True,Summarize the pharmacokinetics of this drug.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,39.6974,0.0,39.6977,5399,1478,6215,1554,5194,1298,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the pharmacokinetics of this drug."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:19:26,done,adf57e78bbddd7b3,non_ollama,55,122,none,True,"What are the key pharmacokinetic parameters such as Cmax, Tmax, AUC, and half-life?",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,38.8848,0.0,38.8852,5398,1478,6254,1564,5235,1309,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the key pharmacokinetic parameters such as Cmax, Tmax, AUC, and half-life?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:20:08,done,85c8eb75aaa1b030,non_ollama,56,123,none,True,Describe the time course of plasma concentrations.,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,41.7296,0.0,41.73,4765,1331,5632,1408,4755,1189,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Describe the time course of plasma concentrations."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:20:55,done,523d2f1f088fea2d,non_ollama,57,124,none,True,What population pharmacokinetic analyses are reported?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,46.4543,0.0,46.4547,5398,1478,6225,1556,5206,1302,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What population pharmacokinetic analyses are reported?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:21:34,done,3a435872b4e9b876,non_ollama,58,125,none,True,"Summarize absorption, distribution, metabolism, and excretion.",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,39.4642,0.0,39.4646,4675,1303,5533,1383,4662,1166,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize absorption, distribution, metabolism, and excretion."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:22:17,done,2eb68768f8a32b50,non_ollama,59,126,none,True,What is known about oral absorption and bioavailability?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,42.5022,0.0,42.5026,5298,1460,6155,1539,5182,1296,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What is known about oral absorption and bioavailability?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:22:57,done,2eef67601e9297a1,non_ollama,60,127,none,True,What are the metabolism pathways and major enzymes involved?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,39.9774,0.0,39.9777,3540,1022,4406,1102,3934,984,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the metabolism pathways and major enzymes involved?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:23:35,done,6297c4287718ead0,non_ollama,61,128,none,True,What transporters are mentioned in the pharmacokinetic section?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,38.8191,0.0,38.8194,5164,1420,6000,1500,5181,1295,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What transporters are mentioned in the pharmacokinetic section?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:24:14,done,b14a5fbe941b21a7,non_ollama,62,129,none,True,Are there pharmacokinetic data in renal or hepatic impairment?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,39.006,0.0,39.0065,5399,1478,6234,1558,5215,1304,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there pharmacokinetic data in renal or hepatic impairment?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:24:56,done,862e550657d28ee1,non_ollama,63,130,none,True,Summarize pharmacokinetics in special populations.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,41.422,0.0,41.4224,5399,1478,6221,1555,5200,1300,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize pharmacokinetics in special populations."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:25:35,done,debd0320190c5206,non_ollama,64,136,none,True,What are the key PK findings?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,39.21,0.0,39.2106,5164,1420,5966,1492,5147,1287,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the key PK findings?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:26:28,done,b6d51cda76d89574,non_ollama,65,137,none,True,What does the interview form say about storage and stability?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,52.8238,0.0,52.8242,5017,1392,5888,1472,5130,1282,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What does the interview form say about storage and stability?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:27:17,done,99f885883633a592,non_ollama,66,138,none,True,Which section of the interview form describes composition and formulation?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,,6,49.2724,0.0,49.2728,5399,1484,6267,1567,5224,1306,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which section of the interview form describes composition and formulation?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:28:11,done,c902ba5c039a861d,non_ollama,67,139,none,True,Show evidence from the pharmacokinetics section.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,pk,6,54.3131,0.0001,54.3135,5164,1420,5985,1496,5165,1291,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Show evidence from the pharmacokinetics section."" --drug-name ""chlorhexidine gluconate"" --json"
2026-03-25T07:29:14,done,a01c9917f1c36ac1,non_ollama,68,145,none,True,Summarize the stability data of the active ingredient.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,62.6461,0.0,62.6467,5017,1392,5881,1470,5123,1281,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the stability data of the active ingredient."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:30:14,done,c240eb9281f2dd45,non_ollama,69,146,none,True,Summarize the stability data of the finished formulation.,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,60.3939,0.0,60.3943,5017,1392,5884,1471,5126,1282,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the stability data of the finished formulation."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:31:06,done,d6047b75febae822,non_ollama,70,147,none,True,What stability results are reported under long-term storage conditions?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,51.5846,0.0,51.585,5017,1392,5898,1474,5140,1285,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What stability results are reported under long-term storage conditions?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:31:46,done,b0366272e0f67474,non_ollama,71,148,none,True,What accelerated stability studies are reported?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,40.1482,0.0001,40.1486,5017,1392,5875,1469,5117,1279,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What accelerated stability studies are reported?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:32:24,done,501f12afccc77026,non_ollama,72,149,none,True,"What stress conditions were tested, such as heat, humidity, and light?",chlorhexidine gluconate,,chlorhexidine gluconate,,,6,37.9837,0.0,37.9841,3221,944,4105,1026,3816,954,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What stress conditions were tested, such as heat, humidity, and light?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:33:03,done,bf58ef91ebe6898a,non_ollama,73,150,none,True,What changes occur under light exposure or photostability testing?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,,6,38.741,0.0001,38.7414,4577,1282,5454,1364,4811,1203,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What changes occur under light exposure or photostability testing?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:33:41,done,e0240ab986b86000,non_ollama,74,151,none,True,Are there any notable degradation risks or changes in appearance?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,38.0039,0.0,38.0043,5399,1486,6269,1567,5194,1298,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there any notable degradation risks or changes in appearance?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:34:19,done,17c2f1174d53c59e,non_ollama,75,152,none,True,What storage conditions and shelf-life are recommended?,chlorhexidine gluconate,,chlorhexidine gluconate,,stability,6,37.6442,0.0,37.6445,5017,1392,5882,1470,5092,1273,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What storage conditions and shelf-life are recommended?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:34:59,done,9c5aaeb0024ad744,non_ollama,76,153,none,True,Are there data on post-reconstitution or post-preparation stability?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,stability,6,40.536,0.0,40.5366,5017,1392,5895,1474,5137,1284,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there data on post-reconstitution or post-preparation stability?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:35:39,done,08c3dd55807a8c57,non_ollama,77,154,none,True,"Summarize stability, storage, and packaging-related precautions.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,"warning, stability",6,39.765,0.0001,39.7655,5017,1392,5891,1473,5142,1286,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize stability, storage, and packaging-related precautions."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:36:17,done,5fd8a47266b00d53,non_ollama,78,160,none,True,Summarize the Risk Management Plan for this drug.,chlorhexidine gluconate,,chlorhexidine gluconate,,rmp,6,38.0141,0.0,38.0146,3621,1034,4443,1111,3987,997,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the Risk Management Plan for this drug."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:36:55,done,3171817cf4856edd,non_ollama,79,161,none,True,What are the important identified risks in the RMP?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,38.2129,0.0,38.2133,3304,954,4128,1032,3904,976,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important identified risks in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:37:33,done,52d547d1423cbcfa,non_ollama,80,162,none,True,What are the important potential risks in the RMP?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,38.2596,0.0,38.2599,3304,954,4127,1032,3903,976,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important potential risks in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:38:11,done,67651d7c647ccd15,non_ollama,81,163,none,True,What important missing information is listed in the RMP?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,37.7819,0.0,37.7822,3304,954,4133,1033,3909,977,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What important missing information is listed in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:38:55,done,0e82b4dde40f7441,non_ollama,82,164,none,True,What routine pharmacovigilance activities are described in the RMP?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,44.2665,0.0,44.267,3621,1034,4461,1115,4037,1009,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What routine pharmacovigilance activities are described in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:39:44,done,bcc6e75359ddae6d,non_ollama,83,165,none,True,What additional pharmacovigilance activities are described?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,49.0232,0.0,49.0235,3963,1127,4827,1207,4152,1038,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What additional pharmacovigilance activities are described?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:40:37,done,71a2237a54f170cb,non_ollama,84,166,none,True,What routine risk minimization activities are described?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,52.0527,0.0,52.0531,3962,1125,4816,1204,4142,1036,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What routine risk minimization activities are described?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:44:30,done,aaf0f057d1b21b2b,non_ollama,85,167,none,True,What additional risk minimization materials are planned for patients or healthcare professionals?,chlorhexidine gluconate,,chlorhexidine gluconate,patient_guide,,6,233.128,0.0001,233.1291,4159,1174,5052,1263,4410,1102,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What additional risk minimization materials are planned for patients or healthcare professionals?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:45:17,done,34cd7b26f1ecf94b,non_ollama,86,168,none,True,What effectiveness-related concerns are included in the RMP?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,47.4634,0.0,47.4641,3621,1034,4454,1114,4030,1008,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What effectiveness-related concerns are included in the RMP?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:45:57,done,84a8b02aec19b5f0,non_ollama,87,169,none,True,What does the interview form or RMP say about RMP-related risks?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,39.4135,0.0,39.4139,3621,1034,4458,1114,4034,1008,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What does the interview form or RMP say about RMP-related risks?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:46:42,done,077cc1a75edd68a5,non_ollama,88,170,none,True,What are the important identified risks and potential risks in the RMP documents?,chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,45.5607,0.0,45.561,3304,954,4158,1040,3934,984,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What are the important identified risks and potential risks in the RMP documents?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:47:31,done,82f7ae1c7367d3cd,non_ollama,89,171,none,True,"Summarize the full RMP including risks, monitoring, and risk minimization actions.",chlorhexidine gluconate,,chlorhexidine gluconate,interview_form,rmp,6,49.0741,0.0,49.0745,3621,1034,4476,1119,4052,1013,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Summarize the full RMP including risks, monitoring, and risk minimization actions."" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:48:21,done,bf757915386b362e,non_ollama,90,179,none,True,What recent safety label changes mention this drug?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,49.6845,0.0,49.6848,5399,1484,6244,1561,5169,1292,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What recent safety label changes mention this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:49:06,done,c725efb9b08a6c12,non_ollama,91,180,none,True,What new safety changes were issued for this drug?,chlorhexidine gluconate,,chlorhexidine gluconate,,,6,45.2207,0.0,45.221,4719,1314,5566,1392,4692,1173,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""What new safety changes were issued for this drug?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:49:54,done,e144d2b3b759e09e,non_ollama,92,181,none,True,"Are there safety warnings about fulminant hepatitis, severe skin reactions, or interstitial pneumonia?",chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,47.6929,0.0001,47.6934,4459,1250,5362,1340,4788,1197,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there safety warnings about fulminant hepatitis, severe skin reactions, or interstitial pneumonia?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:50:36,done,ca7e93d3bf674640,non_ollama,93,182,none,True,Are there severe skin reaction warnings in recent safety notices?,chlorhexidine gluconate,,chlorhexidine gluconate,safety_notice,warning,1,41.7651,0.0001,41.7656,827,228,1238,310,1039,260,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there severe skin reaction warnings in recent safety notices?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:51:17,done,0bc8bc1eb040b655,non_ollama,94,183,none,True,Which safety notices mention liver dysfunction or hepatitis?,chlorhexidine gluconate,,chlorhexidine gluconate,safety_notice,,1,40.9978,0.0,40.9983,827,228,1233,308,1011,253,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Which safety notices mention liver dysfunction or hepatitis?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:51:59,done,15f922b22a56c518,non_ollama,95,184,none,True,"Are there warnings related to pregnancy, fetal risk, or oligohydramnios?",chlorhexidine gluconate,,chlorhexidine gluconate,,"warning, pregnancy",6,42.0471,0.0,42.0474,3783,1083,4664,1166,4495,1124,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings related to pregnancy, fetal risk, or oligohydramnios?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:52:50,done,38a6e5c84f486012,non_ollama,96,185,none,True,Are there warnings about HBV reactivation or immunologic risks?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,51.6574,0.0001,51.6578,4860,1350,5720,1430,4941,1235,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about HBV reactivation or immunologic risks?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:54:00,done,2d86887a67cab81d,non_ollama,97,186,none,True,Are there metabolism-related warnings such as CYP2D6 ultrarapid metabolizer risk?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,69.5413,0.0,69.5419,4459,1250,5341,1335,4767,1192,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there metabolism-related warnings such as CYP2D6 ultrarapid metabolizer risk?"" --drug-name ""chlorhexidine gluconate"""
2026-03-25T07:55:14,done,23b86b2804b75e5d,non_ollama,98,200,none,True,Are there warnings about thyroid dysfunction or systemic iodine absorption?,chlorhexidine gluconate,,chlorhexidine gluconate,,warning,6,73.9182,0.0,73.9187,4860,1350,5732,1433,4953,1238,"python fs_rag_chatbot.py ""E:\\PharmAppDev\\database\\PMDA\\pmda_fs_index"" ""Are there warnings about thyroid dysfunction or systemic iodine absorption?"" --drug-name ""chlorhexidine gluconate"""
